person,material,trial,label,feature_Ts,feature_Fs,feature_Gs,feature_Gs_ch1,feature_Gs_ch2,feature_ZCRs,feature_slopes,feature_mu3s,feature_mu4s,feature_mu_frics,feature_AVG_normal_force,feature_Touch_time,feature_Roughness,feature_Friction_F,feature_STD_fric,feature_COV_fric,feature_ZCRs_CH1,feature_ZCRs_CH2,feature_slopes_fric,feature_STD_normal,feature_COV_normal,feature_F_Amp,feature_F_Amp_std,feature_F_Amp_cov,feature_F_max,feature_Press_angle,feature_Press_angle_std
chy,12,1,2,105.0,0.841,-148.43387079149082,0.07474452554744433,-0.04204379562043888,0.0,83.94160583941606,0.4139350438724386,1.8891265691345525,0.8786281638684708,1.4209963503649634,855.625,0.02080437046381498,1.2360291173950697,0.6936088543620066,0.5611589926164414,0.0036496350364963502,0.0051094890510948905,0.00145985401459854,0.80771198839132,0.5684124299009425,1.8868592726808817,1.0584198556988578,0.5609426580049274,2.962,49.03498442738321,5.28012095680632
chy,12,2,2,238.125,1.623,-580.8582240552659,0.04622455679579813,-0.012606697307944427,1.9697964543663822,141.82534471437953,1.0077604356252694,3.546118985348335,0.7017501396609509,2.1878785292186476,951.25,0.060060806764503843,1.4640592995924364,0.8121141865391542,0.5547003367727181,0.003282994090610637,0.003939592908732764,0.0026263952724885093,1.2565913299625444,0.5743423655294557,2.6663415071864045,1.4350805834200275,0.5382208466365448,5.629,55.99486928570735,10.401123534700744
chy,13,0,4,59.375,0.741,-752.1946637928406,-0.025976034016235303,-0.01360649400850346,5.025125628140704,140.3169694626981,0.22769996807775614,2.092351883378649,0.49150867920401187,1.7593366834170852,1616.25,0.058961046875218436,0.8220194477702694,0.7113450037664424,0.8653627425676707,0.006957866254348666,0.005798221878623889,0.001932740626207963,1.0980108549338958,0.6241050193992862,1.9728675973282743,1.261116383795673,0.6392301163562727,4.129,64.84842187452617,10.969887191351189
chy,13,1,1,138.75,0.517,7.457100718975601,0.03529976019184735,-0.009208633093523783,10.941960038058992,55.185537583254046,0.6289750333966727,3.116791024037599,0.9990389026702631,1.24190551558753,1313.125,0.06390549238390165,1.2512319430910208,0.6717583110208603,0.5368775267688265,0.006184586108468126,0.007611798287345386,0.002378686964795433,0.6220962937894395,0.5009207914622502,1.7753944688875365,0.8911499268213837,0.501944746611596,3.02,46.0232040108526,9.007238386274935
chy,13,2,1,178.75,0.711,-992.252297293135,0.025672487022181174,-0.015101462954223153,0.9438414346389806,109.48560641812176,-0.2819535666924673,2.6552275416311963,0.5691261884075266,2.8174700330344504,1323.75,0.020540984215273932,1.5810140839244236,0.790330286321769,0.499888201096853,0.0033034450212364322,0.0037753657385559227,0.00047192071731949034,1.1452940469222619,0.40649733040417324,3.252940066172648,1.338821967961477,0.4115728973564248,4.941,60.729350102840755,6.196472311217651
chy,14,0,3,200.0,1.121,-176.17004857817082,-0.008368200836820083,0.04518828451882779,8.740359897172237,165.55269922879177,0.5288093510645091,2.2888307430740555,0.8046735891980952,1.405933577405858,1215.0,0.1260505118833506,1.184491154872813,0.8903380217311873,0.751662870649962,0.005655526992287918,0.006683804627249357,0.003084832904884319,0.8652759332558146,0.6154458127761402,1.8697078343731393,1.1938447837741697,0.6385194316599911,3.455,53.170490389695786,12.416166746578199
chy,14,1,3,221.875,0.803,-106.41404501067626,0.0041931860726322455,-0.016173717708722234,2.949852507374631,92.55162241887906,0.7359415520438181,2.3304633368759915,1.2507627342674275,2.627326469487084,1694.375,0.7894732227941098,2.493704083689904,1.6633349436228422,0.667013762579891,0.003687315634218289,0.004056047197640118,0.0022123893805309734,2.084585732710296,0.7934247064154369,3.766240522506825,2.4594750603742273,0.6530318617933595,7.373,45.05120855428203,16.24367984827988
chy,14,2,3,125.0,0.423,412.9341007544223,0.0450704225352122,-0.0054630815194204015,0.0,84.93384549722578,0.9970399704594968,3.5783721727429594,1.3241111889178068,2.143394366197183,1463.75,0.34113689989287516,2.65795299239121,1.6986180009142453,0.6390699932530014,0.002987622705932565,0.004268032437046522,0.0012804097311139564,1.347696592906762,0.6287674420353402,3.491791589846168,2.0415274260830247,0.5846647411659998,6.107,40.31645624552155,12.958408342603219
chy,15,0,1,113.125,0.799,-1213.3191860643558,0.0033886339569363187,-0.007342040240028303,14.39101439101439,84.24008424008424,0.4504532622475692,2.6585323346638674,0.4388777526420953,2.6095404165195903,1780.0,0.06819928831153563,1.0933385076933684,0.8283247196806874,0.7576104873761519,0.00351000351000351,0.005265005265005265,0.002106002106002106,1.7065168207759789,0.6539530140912718,2.872304412398398,1.8311960957790778,0.6375355230019001,6.701,67.46598576716417,11.221208210797979
chy,15,1,1,82.5,0.638,-413.9901054449842,0.12654867256637178,-0.03539823008849482,16.48059542796385,59.54279638490165,0.48449347610249544,2.181332754661211,0.9594499915462982,2.4008821902654867,1175.0,0.30255177042630776,1.8745907183836157,1.348384457895211,0.7192953878795841,0.003189792663476874,0.003721424774056353,0.001594896331738437,1.722068141064814,0.7172647404554198,3.170976833994942,2.001721983696837,0.631263515468505,6.133,50.516258266071574,17.058717670168
chy,15,2,1,144.375,0.531,46.11612766121725,0.016991150442477232,-0.012460176991151343,4.585537918871252,109.34744268077601,0.40222568257289587,2.0376215085013785,1.0316251854702256,2.843954690265487,1771.25,0.2092370323710044,2.9015093228638147,1.9509933918386506,0.6724063839688109,0.0031746031746031746,0.004232804232804233,0.0028218694885361554,1.8007208177376506,0.633174932041393,4.138040834793412,2.5362222613491068,0.6129041163692928,6.518,47.039378218451944,14.246090632043265
chy,16,0,2,171.25,0.973,-1141.2561304335416,-0.009329446064140358,-0.006663890045813676,4.140786749482402,139.95859213250517,1.0587690727659242,3.8202930443210388,0.43397098299435255,2.3524493960849644,1508.75,0.04782194704504506,0.9261715095014809,0.6180493940118329,0.6673163530418927,0.006211180124223602,0.004968944099378882,0.0016563146997929607,1.5758217869043152,0.6698642655297316,2.557959793938567,1.6473775755021165,0.6440201208032281,6.894,67.35289835990582,10.182806780032376
chy,16,1,2,207.5,0.591,-882.289313572318,0.008767123287671357,0.0021917808219189296,5.47945205479452,56.84931506849315,0.971023863894659,2.680086565170747,0.906668229942208,3.4620938356164377,911.875,0.11888936738117242,2.362658482191683,1.5001277673736662,0.634932123572128,0.002054794520547945,0.0013698630136986301,0.002054794520547945,3.128676494453893,0.903694886102595,4.310059036536245,3.3212407104953585,0.770578936933647,10.592,49.71469273044832,12.613355472482704
chy,16,2,2,165.625,0.545,-574.8810998281346,0.05427013930950741,-0.027135069654753978,0.6056935190793459,67.2319806178074,-0.0873050563434414,1.6029965463067632,0.81489345319611,2.9771168988491823,1031.25,0.047527421364545304,2.2607563372621198,1.1373357953795515,0.5030775659604775,0.0036341611144760752,0.0024227740763173833,0.0024227740763173833,1.599277476254837,0.5371900165804859,3.7623140590465884,1.915844024051089,0.5092195903859724,5.335,51.61458333280006,8.001441903160831
chy,17,0,3,81.875,0.21,-1018.4798819942306,0.02453377538333988,-0.009946125155408395,4.801920768307323,122.84913965586234,0.6293010539424592,2.317144313622735,0.6396662836046669,2.651493990882719,1561.25,0.11303184214480293,1.3597353303081265,0.923550505402411,0.679213435744975,0.004801920768307323,0.004001600640256103,0.0020008003201280513,1.9271250791059762,0.7268072587501545,3.035111653754971,2.05770610339872,0.6779671847831273,6.597,59.27406609472398,12.757842554925833
chy,17,1,4,136.25,0.861,-347.8440168303584,0.03571081999029571,-0.06055312954876239,1.858736059479554,118.49442379182156,0.6572883289120776,2.0044444020056633,1.253803291244892,2.725203784570597,1344.375,0.8183485619914643,2.2821687166613462,1.5282682849006286,0.6696561361757595,0.0032527881040892194,0.0032527881040892194,0.0018587360594795538,2.3336917533420998,0.8563366037266139,3.678033609755456,2.6246560983307665,0.713603076211496,7.987,45.33763857782525,17.25527357851559
chy,17,2,4,13.125,0.21,-859.0897787598165,-0.09108614232209901,-0.04194756554307235,3.713330857779428,127.73858150761232,-0.03897445059123343,1.5902351723638524,0.8226589817871581,3.182994007490637,1682.5,0.23529844495403177,2.107845208630275,1.3170706498434746,0.6248422058939217,0.004084663943557371,0.0051986632008912,0.0022279985146676567,1.8848412438640108,0.5921598468072375,3.891143617648318,2.1727322047025535,0.558378825918454,6.283,53.518985216675915,13.45630025553962
chy,18,0,4,226.25,0.701,-950.4557018379235,-0.02317907444668041,-0.0193158953722334,6.841046277665996,132.79678068410462,0.3055448758087014,2.8286693498113005,0.5189270185635948,2.330871227364185,1552.5,0.042047911447848925,1.1464997792559106,0.6188205470456087,0.5397476373237762,0.005231388329979879,0.004426559356136821,0.0012072434607645875,1.1239798505953604,0.48221447731644473,2.6274942454152947,1.220641629098312,0.46456491055240373,4.761,63.32340378057462,9.200804340951985
chy,18,1,4,139.375,1.151,-1285.3642104610615,0.00507399577166894,-0.02367864693445858,1.5856236786469344,110.46511627906976,0.8398100213142663,2.2993188474064254,0.6831959605808297,3.6542938689217754,1181.875,0.09927619780833556,2.052595420203989,1.4378255837725396,0.7004914702721333,0.005285412262156448,0.0047568710359408035,0.004228329809725159,2.98327314378478,0.8163747226670129,4.2612499807146715,3.2211832144600607,0.7559244890673659,10.456,57.36454188873015,12.247622879874182
chy,18,2,4,90.0,0.907,-940.6733547747988,0.017066666666668527,-0.011377777777777131,1.3333333333333333,121.33333333333333,-0.25821027522491485,2.0093553408818656,0.6939745040902187,3.2033737777777778,1405.625,0.09293565423022344,2.031191539684216,0.9370812125387225,0.4613455669889251,0.0026666666666666666,0.0026666666666666666,0.0013333333333333333,1.4473648165857056,0.4518251434241812,3.8316180316773867,1.6367748780901212,0.427175899204541,5.475,56.63401234282677,9.920202526972588
chy,19,0,1,135.625,0.802,-502.0601535917014,-0.008551576696953257,-0.02394441475146844,1.6034206306787815,126.13575628006414,0.45567709045388793,2.721108442638734,0.7236800368877284,2.1649048637092467,1168.75,0.09215696283741796,1.5392771175431985,0.9450315468643252,0.6139450369876649,0.0037413148049171567,0.0010689470871191875,0.0005344735435595938,1.171455380604424,0.5411117136100415,2.714717581080431,1.3970998181206293,0.5146391020036041,5.051,55.71016184732221,12.002840793752851
chy,19,1,1,148.75,0.653,-738.5180029414632,0.011094601287766941,0.011094601287766492,0.0,93.61069836552748,0.7411104788734487,2.712060357264054,0.7813866424464934,2.9480559683011394,1261.25,0.08944798980194621,2.0277828396370454,1.1225206883786842,0.5535704644682786,0.0029717682020802376,0.001981178801386825,0.0024764735017335313,1.922386286754183,0.6520860890785551,3.6669006568176163,2.076631537209159,0.5663179157439732,7.483,53.52230516271435,11.984875925048348
chy,19,2,1,139.375,4.451,-848.2500335276894,0.012602935911206523,-0.017185821697100218,0.35803795202291444,97.74436090225564,-0.06588053331602872,1.4815532034808263,0.6699506482798999,2.651809881847476,1745.0,0.07008142838877948,1.5948001686499844,0.9378486951677193,0.588066588907887,0.0028643036161833156,0.005012531328320802,0.00322234156820623,1.5571110861129902,0.5871880547591045,3.1286356844560337,1.7582028014031934,0.5619710885925303,5.088,57.38223254013932,10.322453292318578
chy,2,0,4,323.125,0.868,2.6789379189389444,-0.014614541468761085,-0.04092071611253164,1.819505094614265,50.58224163027656,0.00484597710406211,4.773759514864129,1.002911393227273,0.5775549872122763,1716.875,0.1305173371509124,0.5808970204471454,0.28838664175567963,0.4964505439082715,0.008369723435225618,0.005094614264919942,0.001819505094614265,0.17685882768572983,0.3062198952508164,0.8324615914086513,0.3040801054344213,0.36527824054905844,1.117,46.63270710999731,10.226763118759347
chy,2,1,4,177.5,1.199,32.020364373542584,0.017279999999999563,-0.03648000000000002,1.8839487565938207,28.25923134890731,0.16497965174814794,3.174704801699921,0.9864809414178766,1.2230696,1658.125,0.04530182056183954,1.2641970600919303,0.7106305380821459,0.5621200685520262,0.0052750565184626974,0.0052750565184626974,0.0007535795026375283,0.5417498935448349,0.44294281661880475,1.7676312727474288,0.8763913769574101,0.4957998822883662,2.554,46.07251849617482,6.984884416914355
chy,2,2,4,311.25,1.119,-259.25727243417356,0.02508250825082403,-0.02244224422442248,0.8250825082508251,122.52475247524752,0.3584085228961662,2.597177775635401,0.82554839238776,1.3349702970297028,1514.375,0.11053969808744268,1.0119042532617768,0.4654729279664607,0.45999700709435026,0.004125412541254125,0.005363036303630363,0.0028877887788778876,0.5830810052545793,0.43677451592138744,1.7064659497658066,0.6713556280907247,0.3934187073482836,2.742,52.21610032587698,11.524570609093095
chy,20,0,4,88.125,0.637,-1597.9555014280677,-0.03234042553191499,-0.018723404255319778,1.0638297872340425,179.25531914893617,1.1964595780680762,3.167085100040337,0.5736357525156532,2.947904255319149,1174.375,0.18221522360947798,0.9566801503531421,0.7485680944629881,0.7824643316647335,0.006382978723404255,0.005851063829787234,0.003723404255319149,2.890629140343529,0.980570903932082,3.177574331790929,2.9024969928671767,0.9134316588060067,10.32,63.040723714769484,15.415341445570661
chy,20,1,4,233.125,0.888,-67.12375509093303,0.046470350947963916,-0.018071803146428984,0.40338846308995563,112.14199273900766,-0.25858816333222223,2.5089366658552583,0.9773006756144023,2.41070108914885,1548.75,0.19922228446909923,2.3270537837320044,1.4782495195452172,0.6352451025753602,0.0024203307785397336,0.0028237192416296895,0.003227107704719645,1.0714640136355293,0.4444615794378028,3.4411897668492584,1.648674866882024,0.4791002468868623,4.861,48.527033014851966,14.522135630097791
chy,20,2,4,342.5,1.013,-81.44184545248032,0.005095541401275665,-0.05750682438580594,4.948268106162843,130.00449842555105,0.48952369040781285,2.894398050979029,0.981287629308835,1.7413889899909007,1388.75,0.19871497400012492,1.6393022410345501,0.9515664845185694,0.5804704347369425,0.004048582995951417,0.00449842555105713,0.002249212775528565,0.9084800479143158,0.5216985137359016,2.4483737924237876,1.2066598511644504,0.4928413524512969,4.001,48.31866366183528,13.504242681486566
chy,21,0,3,148.125,0.699,-1085.0701385125356,-0.031029338637493378,-0.020686225758328465,9.082217973231357,139.10133843212236,0.28525163853048735,2.2253488508050427,0.5485703008467265,2.5722207856787667,1306.875,0.07724692366805767,1.1928686921300118,0.7271199485550214,0.6095557317852482,0.0028680688336520078,0.004302103250478011,0.002390057361376673,1.5915352170394024,0.6187397387893444,2.88547116308268,1.6658329509958254,0.5773174836431705,6.05,62.617482232986816,11.89430932680239
chy,21,1,2,138.75,1.134,-841.2579948720668,0.05213483146067477,-0.026966292134831205,1.6853932584269662,106.17977528089888,0.09412024253878681,1.957689926466421,0.6374903714390658,2.71762415730337,1111.875,0.03602641006939674,1.6693179745955211,0.9290034041774041,0.5565167441526552,0.0022471910112359553,0.0022471910112359553,0.0016853932584269663,1.3681606905018147,0.503439994388115,3.218732749544874,1.595861537753652,0.4958042999933143,5.341,58.1313622262475,8.142764234338996
chy,21,2,2,62.5,2.491,-1509.2980838821188,0.06111655239960743,-0.014103819784524619,0.48971596474045054,124.38785504407444,0.4589622481167222,2.112536245326416,0.4681372817360935,3.3789402546523015,1275.625,0.06453245197740888,1.4981947027070328,1.243772835912785,0.8301810396642424,0.004407443682664055,0.006366307541625857,0.0014691478942213516,2.109960241734388,0.6244443768513765,3.7545851596594724,2.358774677591822,0.6282384277590216,7.963,66.01451607277545,11.328022341778004
chy,22,0,1,245.0,1.35,-1803.4541467003728,-0.0014967259120677993,0.0,8.886810102899906,139.85032740879328,0.45134363703058683,1.733853966016011,0.33235146703491575,3.0007797006548174,1335.625,0.0436828423047364,0.7534754857414909,0.4966560294242133,0.6591535342857995,0.009354536950420954,0.007951356407857811,0.0037418147801683817,2.210224680666349,0.7365501306823833,3.1237727827835515,2.22400721033143,0.7119619015150158,7.495,72.30939254326735,10.016002674633373
chy,22,1,1,99.375,0.757,-559.5663526307408,0.0075829383886263585,-0.023591363875723203,4.140786749482402,108.69565217391305,-0.4053859356957202,2.511488510187392,0.7645036780723138,2.773821484992101,1206.875,0.04982433240283879,2.0704728254410507,1.1099461870711929,0.5360834363207606,0.002070393374741201,0.002587991718426501,0.0,1.335480305896455,0.48145863499945385,3.4979261153900696,1.6616089878178135,0.4750268967966809,5.627,53.45739510294065,8.32653017437291
chy,22,2,1,158.125,0.782,-685.1093188534903,0.03377994315874979,-0.012992285830288266,1.218026796589525,90.13398294762484,0.23426518120246181,1.5489587989795544,0.6619605740706871,2.3663926106374342,1538.75,0.07535137376973586,1.5126681928792414,1.0403147025952189,0.6877348961870244,0.004466098254161592,0.005684125050751117,0.0028420625253755584,1.4315087446364307,0.6049329000612564,2.853931407158716,1.6954428740206553,0.5940727481283739,5.031,57.80874008427152,11.017400402461291
chy,23,0,2,36.25,0.54,-586.0795524269175,-0.02884250474383332,-0.03491461100569364,6.542056074766355,85.98130841121495,-0.07992044453149313,1.4504967945385323,0.5099445926700945,1.4259516129032257,668.125,0.04276006974435866,0.6900734008321259,0.47482242595400015,0.6880752473308418,0.005607476635514018,0.0065420560747663555,0.0009345794392523365,0.8685566068211195,0.6091066477723921,1.5997449371686812,0.9644699851845872,0.6028898499854362,2.643,63.72863776749755,9.389678917568158
chy,23,1,2,490.0,1.341,-13.152740839809388,0.020338983050846943,0.05649717514124294,13.994910941475826,48.346055979643765,-0.4034631905151982,1.784542807057991,0.9178904557066108,1.4196765536723166,490.625,0.09318001074931154,1.4023391231460713,0.8594927648269951,0.6128993698034824,0.005089058524173028,0.006361323155216285,0.001272264631043257,0.6882887226458503,0.48482080010790823,2.0195550146921377,1.0563632209123166,0.5230673159321433,2.386,48.98599958347436,11.938269562252293
chy,23,2,2,174.375,0.847,-399.923393432913,0.026037428803903764,-0.0169243287225388,1.5810276679841897,99.60474308300395,0.12004110469917191,1.6136880633727508,0.8297217523371865,2.0227298616761593,790.0,0.09973630734292482,1.51707810327255,1.073896549541026,0.7078716298287351,0.0047430830039525695,0.0031620553359683794,0.0007905138339920949,1.2720579305251556,0.6288817674699525,2.5650738650754312,1.6077136900519766,0.6267709136729669,4.063,51.849371084871514,10.582894302719962
chy,24,0,1,207.5,2.77,-1391.5746580738962,-0.011612903225806478,-0.024516129032258506,2.4193548387096775,159.67741935483872,1.5683256103813745,4.859997864036487,0.3810916327046219,2.2640665322580644,1549.375,0.07139397439429582,0.5300158527324746,0.32943814015832673,0.621562805074456,0.005241935483870968,0.004838709677419355,0.0016129032258064516,2.0841412850324432,0.9205300530430204,2.364510564890468,2.065956979060264,0.8737355669865514,8.511,70.30355409145007,12.601148924616787
chy,24,1,1,81.875,1.984,-1092.7039994674533,-0.012929292929293573,0.009696969696969376,2.525252525252525,72.72727272727273,1.1578253281427477,3.5856599100745536,0.5517395313324361,2.32575,1236.875,0.11229238294237669,0.9641220795612138,0.6136805745017049,0.6365174986771385,0.0030303030303030303,0.00404040404040404,0.000505050505050505,1.6770998978289813,0.7211006762674325,2.6179652116722996,1.6352891218649297,0.6246412727617349,7.059,63.05380733199446,14.386428540966559
chy,24,2,1,104.375,0.183,-991.6572857641945,0.005143040822887043,0.01028608164577394,1.2845215157353886,103.08285163776493,0.3247600655304218,1.8901343782198936,0.7465119682686,2.7575306975249116,1945.625,0.1961809510055,1.5212181516922094,0.7218873981748057,0.47454561160197517,0.002890173410404624,0.002569043031470777,0.0003211303789338471,1.6291458713917257,0.5907988160762834,3.274232998750653,1.5403623497861445,0.4704498276005097,5.748,56.3659558889092,15.801149198529338
chy,25,0,1,223.125,0.527,-413.07724917729,0.014982442450253113,0.007491221225127,4.682013265704253,106.12563402262973,0.27851276757532734,1.8571678985802236,0.6604961133287547,1.351875926648459,1601.25,0.04236594606789429,0.8371305710985879,0.4501248818640872,0.5376997297725931,0.006242684354272337,0.005852516582130316,0.0039016777214202106,0.7149574463119738,0.5288632131237668,1.6107136180780466,0.8048194294172473,0.4996663717151549,2.821,57.304949804157,8.699553725366387
chy,25,1,1,61.25,4.253,-1359.362037377684,0.023220456116101903,-0.014374568071872809,3.8009675190048378,74.29163787145819,0.7117624124454316,2.546013877271688,0.48640054445152375,2.928535590877678,1808.125,0.05333723689414445,1.2346224377220938,0.5685586863389829,0.4605121930134256,0.0031098825155494126,0.0031098825155494126,0.0010366275051831375,1.68420923287302,0.5751028732993014,3.213589021950983,1.7126816950812775,0.5329498213313852,6.801,64.99846311944111,10.165591894412989
chy,25,2,1,317.5,2.812,-881.4730730827855,1.722042663219134,1.3734970911441502,0.0,160.31027795733678,0.3826262651641063,4.79935499764413,0.8400750064522337,2.428579185520362,1933.125,10.417695624812463,1.3301677931085032,0.5825289733688933,0.4379364591346528,0.003232062055591467,0.002585649644473174,0.0009696186166774402,0.866873293554525,0.3569466866565372,2.845166193844261,0.8143597850237575,0.28622573499772647,5.169,60.300594925449104,13.92274164770106
chy,3,0,2,242.5,0.61,-107.33999237455677,-0.07139107611548569,-0.033595800524934265,5.2493438320209975,22.30971128608924,-0.9860051441828125,5.843233403038882,0.7315405125479397,0.513001312335958,475.625,0.04098036649843074,0.37922996265048975,0.15607109052247492,0.4115473614786998,0.007874015748031496,0.0026246719160104987,0.0,0.14084519432583412,0.2745513333766998,0.6428393774951663,0.1947788485269655,0.30299769327436715,0.838,54.53107156267683,8.016104152683356
chy,3,1,2,135.0,0.555,-136.80951083155117,0.009937888198756257,0.003312629399586439,10.351966873706004,42.44306418219462,-0.3589594720377764,3.4832953148363126,0.837303996653976,1.1816107660455488,603.125,0.01778416823918797,1.0111167867124349,0.3837188289549693,0.3795000083052723,0.004140786749482402,0.002070393374741201,0.0,0.43370538373888357,0.36704589717843267,1.5573089272026577,0.5733154137470935,0.3681449478215738,2.172,50.36872231080392,5.2981584140783236
chy,3,2,2,176.875,0.83,-202.23633052944567,0.025901398086827915,-0.018837380426785337,5.15084621044886,121.41280353200882,0.12107257263415461,1.7062938176353526,0.8368005453672048,1.38689919058131,848.75,0.0637717616245177,1.1348788272579786,0.7225619417946135,0.6366864236426203,0.004415011037527594,0.002207505518763797,0.0007358351729212656,0.8066955184253031,0.5816540408298759,1.807397632249713,1.0571691139591335,0.5849123043517815,2.721,51.12399317759748,9.271682897127697
chy,4,0,4,122.5,0.633,-121.95305522887848,-0.002854594112399075,-0.009991079393398791,3.1222123104371096,60.21409455842997,-0.07342683123580732,3.2424801605223075,0.7951283012461412,0.7697591436217662,1400.625,0.03305658629589213,0.6177908409946711,0.25678734815240295,0.4156541844145241,0.0053523639607493305,0.003568242640499554,0.0013380909901873326,0.2528712742248122,0.3285070093939211,0.9932751902070133,0.342757468809453,0.3450780530801512,1.397,52.08845986560276,7.356133460051383
chy,4,1,4,80.0,0.451,-68.65814123665389,0.028127112914131416,-0.017308992562541273,1.352265043948614,13.522650439486139,-0.11616040503500971,2.970074686086749,0.9212268203120585,1.3336795131845842,923.75,0.017893721414928787,1.2481217190210354,0.5368636312428403,0.43013723987106756,0.004732927653820149,0.004732927653820149,0.002028397565922921,0.5386942255307571,0.403915798514782,1.8310147137926889,0.7498719986947116,0.4095390348565017,2.765,47.64742025722779,5.19061460591752
